id_cp_interaction,partner_a,partner_b,protein_name_a,protein_name_b,annotation_strategy,source
CPI-000220,P61586,P42338,RHOA_HUMAN,PK3CB_HUMAN,"OmniPath,Wang",PMID: 
CPI-000221,P54764,P61586,EPHA4_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000222,P61586,P54764,RHOA_HUMAN,EPHA4_HUMAN,"OmniPath,Wang",
CPI-000223,O75962,P61586,TRIO_HUMAN,RHOA_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10948190,PMID: 9464532"
CPI-000224,P61586,O75962,RHOA_HUMAN,TRIO_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10948190,PMID: 9464532"
CPI-000225,P01589,P61586,IL2RA_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000226,P61586,P01589,RHOA_HUMAN,IL2RA_HUMAN,"KEGG,OmniPath,Wang",PMID: 
CPI-000227,P07942,P61586,LAMB1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000228,P61586,P07942,RHOA_HUMAN,LAMB1_HUMAN,"OmniPath,Wang",
CPI-000229,P12814,P61586,ACTN1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000230,P61586,P12814,RHOA_HUMAN,ACTN1_HUMAN,"OmniPath,Wang",PMID: 
CPI-000231,P60568,P61586,IL2_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000232,P61586,P60568,RHOA_HUMAN,IL2_HUMAN,"OmniPath,Wang",PMID: 
CPI-000233,P61586,Q86UP2,RHOA_HUMAN,KTN1_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11162552,PMID: 11689693,PMID: 8769096"
CPI-000234,Q86UP2,P61586,KTN1_HUMAN,RHOA_HUMAN,"Adhesome,OmniPath","PMID: 11162552,PMID: 11689693,PMID: 8769096"
CPI-000235,P52735,P61586,VAV2_HUMAN,RHOA_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10592173,PMID: 11909943"
CPI-000236,P61586,P52735,RHOA_HUMAN,VAV2_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10592173,PMID: 11909943"
CPI-000237,Q15942,P61586,ZYX_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000238,P61586,Q15942,RHOA_HUMAN,ZYX_HUMAN,"OmniPath,Wang",
CPI-000239,P61586,Q14192,RHOA_HUMAN,FHL2_HUMAN,"OmniPath,Signor",PMID: 11847121
CPI-000240,P61586,Q15654,RHOA_HUMAN,TRIP6_HUMAN,"Adhesome,OmniPath",PMID: 25416956
CPI-000241,P61586,P34741,RHOA_HUMAN,SDC2_HUMAN,"OmniPath,Wang",PMID: 
CPI-000242,P46940,P61586,IQGA1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000243,P61586,P46940,RHOA_HUMAN,IQGA1_HUMAN,"OmniPath,Wang",
CPI-000244,P61586,P26038,RHOA_HUMAN,MOES_HUMAN,"Adhesome,OmniPath",PMID: 15659383
CPI-000245,P18206,P61586,VINC_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000246,P61586,P18206,RHOA_HUMAN,VINC_HUMAN,"OmniPath,Wang",
CPI-000247,Q9Y4F9,P61586,RIPR2_HUMAN,RHOA_HUMAN,"OmniPath,SignaLink3",PMID: 25416956
CPI-000248,P61586,P33151,RHOA_HUMAN,CADH5_HUMAN,"OmniPath,Wang",PMID: 
CPI-000249,Q14289,P61586,FAK2_HUMAN,RHOA_HUMAN,"KEGG,OmniPath",
CPI-000250,P61586,Q14289,RHOA_HUMAN,FAK2_HUMAN,"KEGG,OmniPath",
CPI-000251,P02679,P61586,FIBG_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000252,P61586,P02679,RHOA_HUMAN,FIBG_HUMAN,"OmniPath,Wang",
CPI-000253,P35221,P61586,CTNA1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000254,P61586,P35221,RHOA_HUMAN,CTNA1_HUMAN,"OmniPath,Wang",
CPI-000255,P61586,P07737,RHOA_HUMAN,PROF1_HUMAN,"OmniPath,Signor,Wang",PMID: 22820501
CPI-000256,O43707,P61586,ACTN4_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000257,P61586,O43707,RHOA_HUMAN,ACTN4_HUMAN,"OmniPath,Wang",PMID: 
CPI-000258,P05362,P61586,ICAM1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000259,P61586,P05362,RHOA_HUMAN,ICAM1_HUMAN,"KEGG,OmniPath,Wang",
CPI-000260,P61586,Q9UKW4,RHOA_HUMAN,VAV3_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10523675,PMID: 10592173"
CPI-000261,Q9UKW4,P61586,VAV3_HUMAN,RHOA_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10523675,PMID: 10592173"
CPI-000262,P41240,P61586,CSK_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000263,P61586,P41240,RHOA_HUMAN,CSK_HUMAN,"OmniPath,Wang",
CPI-000264,P61586,P13612,RHOA_HUMAN,ITA4_HUMAN,"OmniPath,Wang",PMID: 
CPI-000265,P61586,Q92974,RHOA_HUMAN,ARHG2_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 22072711,PMID: 24525234,PMID: 9857026"
CPI-000266,Q92974,P61586,ARHG2_HUMAN,RHOA_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 22072711,PMID: 24525234,PMID: 9857026"
CPI-000267,P04004,P61586,VTNC_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000268,P61586,P04004,RHOA_HUMAN,VTNC_HUMAN,"OmniPath,Wang",
CPI-000269,Q99418,P61586,CYH2_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000270,P61586,Q99418,RHOA_HUMAN,CYH2_HUMAN,"OmniPath,Wang",
CPI-000271,P61586,P78357,RHOA_HUMAN,CNTP1_HUMAN,"OmniPath,Wang",PMID: 
CPI-000272,P61586,Q9NZN5,RHOA_HUMAN,ARHGC_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 11373293,PMID: 12515866,PMID: 15364580,PMID: 20300064,PMID: 23405219"
CPI-000273,Q9NZN5,P61586,ARHGC_HUMAN,RHOA_HUMAN,"Adhesome,KEGG,OmniPath,Signor,Wang","PMID: 10592173,PMID: 11094164,PMID: 11373293,PMID: 12515866,PMID: 15364580,PMID: 20300064,PMID: 23405219"
CPI-000274,P02671,P61586,FIBA_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000275,P61586,P02671,RHOA_HUMAN,FIBA_HUMAN,"OmniPath,Wang",
CPI-000276,Q15375,P61586,EPHA7_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000277,P61586,Q15375,RHOA_HUMAN,EPHA7_HUMAN,"OmniPath,Wang",
CPI-000278,Q15438,P61586,CYH1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000279,P61586,Q15438,RHOA_HUMAN,CYH1_HUMAN,"OmniPath,Wang",
CPI-000280,P20827,P61586,EFNA1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000281,P61586,P20827,RHOA_HUMAN,EFNA1_HUMAN,"OmniPath,Wang",
CPI-000282,Q9UF33,P61586,EPHA6_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000283,P61586,Q9UF33,RHOA_HUMAN,EPHA6_HUMAN,"OmniPath,Wang",
CPI-000284,P29320,P61586,EPHA3_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000285,P61586,P29320,RHOA_HUMAN,EPHA3_HUMAN,"OmniPath,Wang",
CPI-000286,P61586,Q13017,RHOA_HUMAN,RHG05_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10592173,PMID: 12842009,PMID: 8537347,PMID: 9407060"
CPI-000287,Q13017,P61586,RHG05_HUMAN,RHOA_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10592173,PMID: 12842009,PMID: 8537347,PMID: 9407060"
CPI-000288,O95631,P61586,NET1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000289,P61586,O95631,RHOA_HUMAN,NET1_HUMAN,"OmniPath,Wang",
CPI-000290,P10451,P61586,OSTP_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000291,P61586,P10451,RHOA_HUMAN,OSTP_HUMAN,"OmniPath,Wang",
CPI-000292,P14923,P61586,PLAK_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000293,P61586,P14923,RHOA_HUMAN,PLAK_HUMAN,"OmniPath,Wang",
CPI-000294,Q9H2G2,P61586,SLK_HUMAN,RHOA_HUMAN,"KEGG,OmniPath",
CPI-000295,P61586,Q9H2G2,RHOA_HUMAN,SLK_HUMAN,"KEGG,OmniPath",
CPI-000296,P61586,P05106,RHOA_HUMAN,ITB3_HUMAN,"OmniPath,Wang",
CPI-000297,O60331,P61586,PI51C_HUMAN,RHOA_HUMAN,"Adhesome,OmniPath","PMID: 10592173,PMID: 14681219"
CPI-000298,P61586,O60331,RHOA_HUMAN,PI51C_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 14681219"
CPI-000299,P02675,P61586,FIBB_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000300,P61586,P02675,RHOA_HUMAN,FIBB_HUMAN,"OmniPath,Wang",
CPI-000301,P61586,Q99755,RHOA_HUMAN,PI51A_HUMAN,"OmniPath,Wang",PMID: 
CPI-000302,P21709,P61586,EPHA1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000303,P61586,P21709,RHOA_HUMAN,EPHA1_HUMAN,"OmniPath,Wang",
CPI-000304,P54756,P61586,EPHA5_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000305,P61586,P54756,RHOA_HUMAN,EPHA5_HUMAN,"OmniPath,Wang",
CPI-000306,O43150,P61586,ASAP2_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000307,P61586,O43150,RHOA_HUMAN,ASAP2_HUMAN,"OmniPath,Wang",
CPI-000308,Q9HBL0,P61586,TENS1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000309,P61586,Q9HBL0,RHOA_HUMAN,TENS1_HUMAN,"OmniPath,Wang",
CPI-000310,P61586,P26010,RHOA_HUMAN,ITB7_HUMAN,"OmniPath,Wang",PMID: 
CPI-000311,P61586,P06756,RHOA_HUMAN,ITAV_HUMAN,"OmniPath,Wang",
CPI-000312,P61586,O75112,RHOA_HUMAN,LDB3_HUMAN,"Adhesome,OmniPath",PMID: 26186194
CPI-000313,P56199,P61586,ITA1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000314,P61586,P56199,RHOA_HUMAN,ITA1_HUMAN,"OmniPath,Wang",PMID: 
CPI-000315,Q9ULH1,P61586,ASAP1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000316,P61586,Q9ULH1,RHOA_HUMAN,ASAP1_HUMAN,"OmniPath,Wang",
CPI-000317,P24043,P61586,LAMA2_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000318,P61586,P24043,RHOA_HUMAN,LAMA2_HUMAN,"OmniPath,Wang",
CPI-000319,Q9Y6N6,P61586,LAMC3_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000320,P61586,Q9Y6N6,RHOA_HUMAN,LAMC3_HUMAN,"OmniPath,Wang",
CPI-000321,P61586,Q13477,RHOA_HUMAN,MADCA_HUMAN,"OmniPath,Wang",PMID: 
CPI-000322,P11047,P61586,LAMC1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000323,P61586,P11047,RHOA_HUMAN,LAMC1_HUMAN,"OmniPath,Wang",
CPI-000324,Q9UIA0,P61586,CYH4_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000325,P61586,Q9UIA0,RHOA_HUMAN,CYH4_HUMAN,"OmniPath,Wang",
CPI-000326,O00622,P61586,CYR61_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000327,P61586,O00622,RHOA_HUMAN,CYR61_HUMAN,"OmniPath,Wang",
CPI-000328,P55268,P61586,LAMB2_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000329,P61586,P55268,RHOA_HUMAN,LAMB2_HUMAN,"OmniPath,Wang",
CPI-000330,Q13751,P61586,LAMB3_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000331,P61586,Q13751,RHOA_HUMAN,LAMB3_HUMAN,"OmniPath,Wang",
CPI-000332,Q16363,P61586,LAMA4_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000333,P61586,Q16363,RHOA_HUMAN,LAMA4_HUMAN,"OmniPath,Wang",
CPI-000334,Q08830,P61586,FGL1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000335,P61586,Q08830,RHOA_HUMAN,FGL1_HUMAN,"OmniPath,Wang",
CPI-000336,P61586,Q86YL7,RHOA_HUMAN,PDPN_HUMAN,"OmniPath,Wang",PMID: 
CPI-000337,Q86YL7,P61586,PDPN_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000338,P25391,P61586,LAMA1_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000339,P61586,P25391,RHOA_HUMAN,LAMA1_HUMAN,"OmniPath,Wang",PMID: 
CPI-000340,Q13753,P61586,LAMC2_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000341,P61586,Q13753,RHOA_HUMAN,LAMC2_HUMAN,"OmniPath,Wang",
CPI-000342,A4D0S4,P61586,LAMB4_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000343,P61586,A4D0S4,RHOA_HUMAN,LAMB4_HUMAN,"OmniPath,Wang",
CPI-000344,Q16787,P61586,LAMA3_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000345,P61586,Q16787,RHOA_HUMAN,LAMA3_HUMAN,"OmniPath,Wang",
CPI-000346,Q92845,P61586,KIFA3_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000347,P61586,Q92845,RHOA_HUMAN,KIFA3_HUMAN,"OmniPath,Wang",
CPI-000348,O43739,P61586,CYH3_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000349,P61586,O43739,RHOA_HUMAN,CYH3_HUMAN,"OmniPath,Wang",
CPI-000350,P13598,P61586,ICAM2_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000351,P61586,P13598,RHOA_HUMAN,ICAM2_HUMAN,"OmniPath,Wang",
CPI-000352,O43182,P61586,RHG06_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000353,P61586,O43182,RHOA_HUMAN,RHG06_HUMAN,"OmniPath,Wang",
CPI-000354,O15230,P61586,LAMA5_HUMAN,RHOA_HUMAN,"OmniPath,Wang",
CPI-000355,P61586,O15230,RHOA_HUMAN,LAMA5_HUMAN,"OmniPath,Wang",
CPI-000356,P55087,Q9HBA0,AQP4_HUMAN,TRPV4_HUMAN,"OmniPath,TRIP",PMID: 21262839
CPI-000357,P16615,Q9Y210,AT2A2_HUMAN,TRPC6_HUMAN,"OmniPath,TRIP",PMID: 18191041
CPI-000358,P16615,Q13507,AT2A2_HUMAN,TRPC3_HUMAN,"OmniPath,TRIP",PMID: 18205297
CPI-000359,O60500,P06241,NPHN_HUMAN,FYN_HUMAN,"OmniPath,Wang",PMID: 
CPI-000360,P06241,O60500,FYN_HUMAN,NPHN_HUMAN,"OmniPath,Wang",
CPI-000361,O60500,Q9Y5K6,NPHN_HUMAN,CD2AP_HUMAN,"OmniPath,Wang",
CPI-000362,O60500,P42336,NPHN_HUMAN,PK3CA_HUMAN,"OmniPath,Wang",PMID: 
CPI-000363,O60500,P19174,NPHN_HUMAN,PLCG1_HUMAN,"OmniPath,Wang",
CPI-000364,P17252,O60500,KPCA_HUMAN,NPHN_HUMAN,"OmniPath,Signor",PMID: 21321125
CPI-000365,O60500,P27986,NPHN_HUMAN,P85A_HUMAN,"OmniPath,Wang",PMID: 
CPI-000366,Q07869,O60500,PPARA_HUMAN,NPHN_HUMAN,"OmniPath,Wang",
CPI-000367,O60500,Q07869,NPHN_HUMAN,PPARA_HUMAN,"OmniPath,Wang",
CPI-000368,O60500,P42338,NPHN_HUMAN,PK3CB_HUMAN,"OmniPath,Wang",PMID: 
CPI-000369,O60500,Q96J84,NPHN_HUMAN,KIRR1_HUMAN,"OmniPath,Wang",
CPI-000370,P20020,Q13507,AT2B1_HUMAN,TRPC3_HUMAN,"OmniPath,TRIP","PMID: 16887806,PMID: 18205297"
CPI-000371,Q96QT4,P35579,TRPM7_HUMAN,MYH9_HUMAN,"Adhesome,OmniPath,TRIP","PMID: 16407977,PMID: 18394644,PMID: 18675813"
CPI-000372,P63244,Q96QT4,RACK1_HUMAN,TRPM7_HUMAN,"OmniPath,TRIP",PMID: 18258429
CPI-000373,Q96QT4,P04083,TRPM7_HUMAN,ANXA1_HUMAN,"OmniPath,Signor,TRIP","PMID: 15485879,PMID: 24103589,PMID: 24939696"
CPI-000374,Q96QT4,P19174,TRPM7_HUMAN,PLCG1_HUMAN,"Adhesome,OmniPath",PMID: 11941371
CPI-000375,Q96QT4,P60709,TRPM7_HUMAN,ACTB_HUMAN,"Adhesome,OmniPath",PMID: 16407977
CPI-000376,O43525,Q8NER1,KCNQ3_HUMAN,TRPV1_HUMAN,"OmniPath,TRIP",PMID: 21844219
CPI-000377,O43525,O43526,KCNQ3_HUMAN,KCNQ2_HUMAN,"OmniPath,SPIKE",PMID: 18827480
CPI-000378,P32418,Q13507,NAC1_HUMAN,TRPC3_HUMAN,"OmniPath,TRIP","PMID: 17012351,PMID: 17129578,PMID: 20351294"
CPI-000379,Q9UN42,P32418,AT1B4_HUMAN,NAC1_HUMAN,"KEGG,OmniPath",
CPI-000380,P32418,Q9UN42,NAC1_HUMAN,AT1B4_HUMAN,"KEGG,OmniPath",
CPI-000381,P12931,Q03135,SRC_HUMAN,CAV1_HUMAN,"Adhesome,OmniPath,SPIKE,Signor,Wang","PMID: 11075810,PMID: 12921535,PMID: 18789131,PMID: 8621645,PMID: 8910575"
CPI-000382,Q03135,P12931,CAV1_HUMAN,SRC_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 11075810,PMID: 8621645,PMID: 8910575"
CPI-000383,Q03135,Q9UBN4,CAV1_HUMAN,TRPC4_HUMAN,"OmniPath,TRIP",PMID: 17416589
CPI-000384,P06241,Q03135,FYN_HUMAN,CAV1_HUMAN,"Adhesome,KEGG,OmniPath,Signor,Wang","PMID: 10592173,PMID: 12529448,PMID: 12921535,PMID: 14992595,PMID: 9252391"
CPI-000385,Q03135,P06241,CAV1_HUMAN,FYN_HUMAN,"Adhesome,KEGG,OmniPath,Wang","PMID: 10592173,PMID: 12529448,PMID: 12921535,PMID: 14992595,PMID: 9252391"
CPI-000386,Q03135,P17612,CAV1_HUMAN,KAPCA_HUMAN,"Adhesome,OmniPath",PMID: 11546661
CPI-000387,P00533,Q03135,EGFR_HUMAN,CAV1_HUMAN,"OmniPath,SignaLink3,Wang","PMID: ,PMID: 16799092"
CPI-000388,Q03135,P00533,CAV1_HUMAN,EGFR_HUMAN,"OmniPath,SPIKE,Wang","PMID: 10781609,PMID: 17145710,PMID: 18789131"
CPI-000389,Q03135,P60484,CAV1_HUMAN,PTEN_HUMAN,"Adhesome,OmniPath,Wang",PMID: 12176037
CPI-000390,Q03135,P21333,CAV1_HUMAN,FLNA_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10637311
CPI-000391,P18031,Q03135,PTN1_HUMAN,CAV1_HUMAN,"OmniPath,Wang",
CPI-000392,Q03135,P18031,CAV1_HUMAN,PTN1_HUMAN,"Adhesome,OmniPath,Wang","PMID: 12176037,PMID: 16388599"
CPI-000393,Q03135,P63000,CAV1_HUMAN,RAC1_HUMAN,"Adhesome,OmniPath","PMID: 15976327,PMID: 17658519,PMID: 20460433"
CPI-000394,Q03135,P28482,CAV1_HUMAN,MK01_HUMAN,"Adhesome,OmniPath,Wang",PMID: 12388423
CPI-000395,Q03135,O75581,CAV1_HUMAN,LRP6_HUMAN,"OmniPath,Signor",PMID: 16890161
CPI-000396,Q03135,P29353,CAV1_HUMAN,SHC1_HUMAN,"OmniPath,Wang",PMID: 
CPI-000397,P01112,Q03135,RASH_HUMAN,CAV1_HUMAN,"OmniPath,Ramilowski2015",
CPI-000398,Q03135,P01112,CAV1_HUMAN,RASH_HUMAN,"Adhesome,OmniPath",PMID: 8621645
CPI-000399,Q03135,Q07889,CAV1_HUMAN,SOS1_HUMAN,"Adhesome,OmniPath,Wang","PMID: ,PMID: 15976327"
CPI-000400,P06213,Q03135,INSR_HUMAN,CAV1_HUMAN,"OmniPath,Wang",
CPI-000401,Q03135,P06213,CAV1_HUMAN,INSR_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10598578,PMID: 12036959,PMID: 17699617,PMID: 9756945"
CPI-000402,Q03135,Q12933,CAV1_HUMAN,TRAF2_HUMAN,"OmniPath,Wang",
CPI-000403,P35568,Q03135,IRS1_HUMAN,CAV1_HUMAN,"OmniPath,Wang",
CPI-000404,Q03135,P35568,CAV1_HUMAN,IRS1_HUMAN,"Adhesome,OmniPath,Wang",PMID: 15003536
CPI-000405,Q03135,P01137,CAV1_HUMAN,TGFB1_HUMAN,"OmniPath,Wang",PMID: 
CPI-000406,P01133,Q03135,EGF_HUMAN,CAV1_HUMAN,"OmniPath,Wang",
CPI-000407,Q03135,P01133,CAV1_HUMAN,EGF_HUMAN,"OmniPath,Wang",
CPI-000408,Q03135,Q13393,CAV1_HUMAN,PLD1_HUMAN,"Adhesome,OmniPath,Wang","PMID: 10090765,PMID: 12429840"
CPI-000409,Q03135,P36897,CAV1_HUMAN,TGFR1_HUMAN,"OmniPath,Wang",
CPI-000410,Q03135,P62993,CAV1_HUMAN,GRB2_HUMAN,"OmniPath,Wang",PMID: 
CPI-000411,Q03135,P35968,CAV1_HUMAN,VGFR2_HUMAN,"OmniPath,Wang",PMID: 
CPI-000412,P51617,Q03135,IRAK1_HUMAN,CAV1_HUMAN,"OmniPath,SignaLink3",PMID: 16107720
CPI-000413,Q03135,Q06124,CAV1_HUMAN,PTN11_HUMAN,"Adhesome,OmniPath",PMID: 12176037
CPI-000414,P00519,Q03135,ABL1_HUMAN,CAV1_HUMAN,"Adhesome,OmniPath,SPIKE,Wang","PMID: 11075810,PMID: 12531427,PMID: 16151024,PMID: 20841568"
CPI-000415,Q03135,P00519,CAV1_HUMAN,ABL1_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11075810,PMID: 12531427,PMID: 16151024"
CPI-000416,Q03135,P04156,CAV1_HUMAN,PRIO_HUMAN,"Adhesome,OmniPath",PMID: 10988071
CPI-000417,Q03135,P60709,CAV1_HUMAN,ACTB_HUMAN,"Adhesome,OmniPath",PMID: 15293782
CPI-000418,Q03135,P05556,CAV1_HUMAN,ITB1_HUMAN,"Adhesome,KEGG,OmniPath,Wang",PMID: 10592173
CPI-000419,Q03135,P37173,CAV1_HUMAN,TGFR2_HUMAN,"OmniPath,Wang",
CPI-000420,Q03135,P50281,CAV1_HUMAN,MMP14_HUMAN,"Adhesome,OmniPath,Wang","PMID: ,PMID: 15466865"
CPI-000421,Q03135,P16144,CAV1_HUMAN,ITB4_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
CPI-000422,Q03135,P13500,CAV1_HUMAN,CCL2_HUMAN,"OmniPath,Wang",PMID: 
CPI-000423,Q9Y4K3,Q03135,TRAF6_HUMAN,CAV1_HUMAN,"OmniPath,SignaLink3",PMID: 14665433
CPI-000424,P67775,Q03135,PP2AA_HUMAN,CAV1_HUMAN,"Adhesome,OmniPath",PMID: 14645548
CPI-000425,Q03135,P67775,CAV1_HUMAN,PP2AA_HUMAN,"Adhesome,OmniPath,Wang",PMID: 14645548
CPI-000426,Q03135,P01375,CAV1_HUMAN,TNFA_HUMAN,"OmniPath,Wang",PMID: 
CPI-000427,P05067,Q03135,A4_HUMAN,CAV1_HUMAN,"OmniPath,Ramilowski2015",
CPI-000428,Q03135,P29350,CAV1_HUMAN,PTN6_HUMAN,"Adhesome,OmniPath",PMID: 12176037
CPI-000429,Q03135,P31749,CAV1_HUMAN,AKT1_HUMAN,"OmniPath,Wang",PMID: 
CPI-000430,Q03135,Q14451,CAV1_HUMAN,GRB7_HUMAN,"Adhesome,OmniPath,Wang",PMID: 11075810
CPI-000431,Q03135,P10586,CAV1_HUMAN,PTPRF_HUMAN,"Adhesome,OmniPath",PMID: 12176037
CPI-000432,P25942,Q03135,TNR5_HUMAN,CAV1_HUMAN,"OmniPath,SignaLink3",PMID: 14665433
CPI-000433,Q03135,P50570,CAV1_HUMAN,DYN2_HUMAN,"Adhesome,OmniPath,Wang",PMID: 15811383
CPI-000434,Q03135,P09619,CAV1_HUMAN,PGFRB_HUMAN,"OmniPath,SignaLink3",PMID: 10066366
CPI-000435,Q03135,P20333,CAV1_HUMAN,TNR1B_HUMAN,"OmniPath,Wang",
CPI-000436,Q03135,P20936,CAV1_HUMAN,RASA1_HUMAN,"Adhesome,OmniPath",PMID: 15504032
CPI-000437,Q03135,Q03405,CAV1_HUMAN,UPAR_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10087270
CPI-000438,Q03135,Q13418,CAV1_HUMAN,ILK_HUMAN,"Adhesome,OmniPath,Wang","PMID: 15654749,PMID: 15722199"
CPI-000439,Q03135,O15105,CAV1_HUMAN,SMAD7_HUMAN,"OmniPath,Wang",
CPI-000440,Q03135,P16234,CAV1_HUMAN,PGFRA_HUMAN,"OmniPath,SignaLink3",PMID: 10066366
CPI-000441,Q03135,P35240,CAV1_HUMAN,MERL_HUMAN,"Adhesome,OmniPath,Wang",PMID: 16405917
CPI-000442,Q03135,P61812,CAV1_HUMAN,TGFB2_HUMAN,"OmniPath,Wang",
CPI-000443,Q03135,P37023,CAV1_HUMAN,ACVL1_HUMAN,"OmniPath,Wang",
CPI-000444,Q03135,P18564,CAV1_HUMAN,ITB6_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
CPI-000445,Q03135,Q12809,CAV1_HUMAN,KCNH2_HUMAN,"Adhesome,OmniPath,Wang",PMID: 15800067
CPI-000446,Q03135,P41240,CAV1_HUMAN,CSK_HUMAN,"Adhesome,OmniPath,Wang","PMID: 11805080,PMID: 16678999"
CPI-000447,Q03135,P10600,CAV1_HUMAN,TGFB3_HUMAN,"OmniPath,Wang",
CPI-000448,Q03135,P17813,CAV1_HUMAN,EGLN_HUMAN,"OmniPath,Wang",
CPI-000449,Q03135,P27487,CAV1_HUMAN,DPP4_HUMAN,"OmniPath,Wang",PMID: 
CPI-000450,Q03135,Q07954,CAV1_HUMAN,LRP1_HUMAN,"Adhesome,OmniPath",PMID: 14593097
CPI-000451,P13726,Q03135,TF_HUMAN,CAV1_HUMAN,"OmniPath,Wang",
CPI-000452,Q03135,P13726,CAV1_HUMAN,TF_HUMAN,"OmniPath,Wang",PMID: 
CPI-000453,Q03135,Q9H2G2,CAV1_HUMAN,SLK_HUMAN,"KEGG,OmniPath",PMID: 
CPI-000454,Q9H2G2,Q03135,SLK_HUMAN,CAV1_HUMAN,"KEGG,OmniPath",
CPI-000455,Q03135,P05106,CAV1_HUMAN,ITB3_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
CPI-000456,Q03135,P18084,CAV1_HUMAN,ITB5_HUMAN,"Adhesome,OmniPath,Wang",PMID: 10592173
