gene_name,uniprot,hgnc_symbol,ensembl
GFRAL,Q6UXV0,GFRAL,ENSG00000187871
HSPA1B,P0DMV9,HSPA1B,ENSG00000224501
PRTN3,P24158,PRTN3,ENSG00000196415
GCNT2,Q8N0V5,GCNT2,ENSG00000285222
IFNA2,P01563,IFNA2,ENSG00000188379
RGMA,Q96B86,RGMA,ENSG00000182175
ASGR1,P07306,ASGR1,ENSG00000141505
SAR1B,Q9Y6B6,SAR1B,ENSG00000152700
LDB1,Q86U70,LDB1,ENSG00000198728
IL12A,P29459,IL12A,ENSG00000168811
LGMN,Q99538,LGMN,ENSG00000100600
NEU1,Q99519,NEU1,ENSG00000228691
KIR2DL3,P43628,KIR2DL3,ENSG00000275623
CLCA2,Q9UQC9,CLCA2,ENSG00000137975
TRAF4,Q9BUZ4,TRAF4,ENSG00000076604
CD2,P06729,CD2,ENSG00000116824
HLA-C,Q29865,HLA-C,ENSG00000228299
ADCY1,Q08828,ADCY1,ENSG00000164742
PSMC2,P35998,PSMC2,ENSG00000161057
HABP2,Q14520,HABP2,ENSG00000148702
PLA2G3,Q9NZ20,PLA2G3,ENSG00000100078
FBLN1,P23142,FBLN1,ENSG00000077942
AVPR1B,P47901,AVPR1B,ENSG00000198049
SMPD1,P17405,SMPD1,ENSG00000166311
DYNLT1,P63172,DYNLT1,ENSG00000146425
LTA,P01374,LTA,ENSG00000231408
GSK3B,P49841,GSK3B,ENSG00000082701
SLK,Q9H2G2,SLK,ENSG00000065613
HLA-DQB2,P05538,HLA-DQB2,ENSG00000230675
KIR2DS4,P43632,KIR2DS4,ENSG00000274957
HMGB1,P09429,HMGB1,ENSG00000189403
NRXN2,P58401,NRXN2,ENSG00000110076
NTF4,P34130,NTF4,ENSG00000225950
XBP1,P17861,XBP1,ENSG00000100219
DLC1,Q96QB1,DLC1,ENSG00000164741
MBTPS1,Q14703,MBTPS1,ENSG00000140943
ADAM2,Q99965,ADAM2,ENSG00000104755
UCN2,Q96RP3,UCN2,ENSG00000145040
CDA,P32320,CDA,ENSG00000158825
HLA-C,Q29963,HLA-C,ENSG00000228299
AGER,Q15109,AGER,ENSG00000229058
BMPR2,Q13873,BMPR2,ENSG00000204217
LGR4,Q9BXB1,LGR4,ENSG00000205213
NAT10,Q9H0A0,NAT10,ENSG00000135372
APOA5,Q6Q788,APOA5,ENSG00000110243
PLCB2,Q00722,PLCB2,ENSG00000137841
VCAM1,P19320,VCAM1,ENSG00000162692
CCL5,P13501,CCL5,ENSG00000271503
PLA2R1,Q13018,PLA2R1,ENSG00000153246
CD177,Q8N6Q3,CD177,ENSG00000204936
HEBP1,Q9NRV9,HEBP1,ENSG00000013583
CCL3,P10147,CCL3,ENSG00000278567
ULBP1,Q9BZM6,ULBP1,ENSG00000111981
HSPG2,P98160,HSPG2,ENSG00000142798
PRLR,P16471,PRLR,ENSG00000113494
JMJD6,Q6NYC1,JMJD6,ENSG00000070495
CD36,P16671,CD36,ENSG00000135218
CD82,P27701,CD82,ENSG00000085117
RASGRP1,O95267,RASGRP1,ENSG00000172575
GPR152,Q8TDT2,GPR152,ENSG00000175514
KIR2DL5A,Q8N109,KIR2DL5A,ENSG00000275596
RXFP3,Q9NSD7,RXFP3,ENSG00000277069
S100A1,P23297,S100A1,ENSG00000160678
HLA-B,P30464,HLA-B,ENSG00000232126
ANXA4,P09525,ANXA4,ENSG00000196975
PTCH2,Q9Y6C5,PTCH2,ENSG00000117425
F2R,P25116,F2R,ENSG00000181104
IL1F10,Q8WWZ1,IL1F10,ENSG00000136697
TLR2,O60603,TLR2,ENSG00000137462
BIRC6,Q9NR09,BIRC6,ENSG00000115760
CPB2,Q96IY4,CPB2,ENSG00000080618
KIR3DL2,P43630,KIR3DL2,ENSG00000275566
CCR2,P41597,CCR2,ENSG00000121807
HLA-E,P13747,HLA-E,ENSG00000233904
KIR3DL3,Q8N743,KIR3DL3,ENSG00000274639
FGF18,O76093,FGF18,ENSG00000156427
PTPRD,P23468,PTPRD,ENSG00000282932
SRC,P12931,SRC,ENSG00000197122
KRTAP4-12,Q9BQ66,KRTAP4-12,ENSG00000263236
CHRM1,P11229,CHRM1,ENSG00000168539
CLDN17,P56750,CLDN17,ENSG00000156282
HLA-B,P30479,HLA-B,ENSG00000223532
ADCY7,P51828,ADCY7,ENSG00000121281
MAGED1,Q9Y5V3,MAGED1,ENSG00000179222
CXCR6,O00574,CXCR6,ENSG00000172215
BCAR1,P56945,BCAR1,ENSG00000050820
PTPRC,P08575,PTPRC,ENSG00000262418
IL1RL1,Q01638,IL1RL1,ENSG00000115602
SLC18A2,Q05940,SLC18A2,ENSG00000165646
VSTM1,Q6UX27,VSTM1,ENSG00000276159
NPFFR2,Q9Y5X5,NPFFR2,ENSG00000056291
NECTIN2,Q92692,NECTIN2,ENSG00000130202
HGF,P14210,HGF,ENSG00000019991
CMTM2,Q8TAZ6,CMTM2,ENSG00000140932
LPAR3,Q9UBY5,LPAR3,ENSG00000171517
DEFB104A,Q8WTQ1,DEFB104A,ENSG00000176782
SLC7A5,Q01650,SLC7A5,ENSG00000103257
GNB2,P62879,GNB2,ENSG00000172354
EPOR,P19235,EPOR,ENSG00000187266
MST1,P26927,MST1,ENSG00000173531
TNN,Q9UQP3,TNN,ENSG00000120332
PSMD2,Q13200,PSMD2,ENSG00000175166
GNRHR,P30968,GNRHR,ENSG00000109163
CXCL8,P10145,CXCL8,ENSG00000169429
SERPINH1,P50454,SERPINH1,ENSG00000149257
EFNB1,P98172,EFNB1,ENSG00000090776
HLA-A,P01892,HLA-A,ENSG00000227715
HBB,P68871,HBB,ENSG00000244734
ARSG,Q96EG1,ARSG,ENSG00000141337
KIR3DL2,P43630,KIR3DL2,ENSG00000284381
COL6A6,A6NMZ7,COL6A6,ENSG00000206384
CSN2,P05814,CSN2,ENSG00000283030
CTNND1,O60716,CTNND1,ENSG00000198561
NPPC,P23582,NPPC,ENSG00000163273
CCL4,P13236,CCL4,ENSG00000275824
KIR2DL4,Q99706,KIR2DL4,ENSG00000189013
PKM,P14618,PKM,ENSG00000067225
OSTN,P61366,OSTN,ENSG00000188729
LAMP1,P11279,LAMP1,ENSG00000185896
HLA-DPA1,P20036,HLA-DPA1,ENSG00000229685
ANGPTL4,Q9BY76,ANGPTL4,ENSG00000167772
C1QBP,Q07021,C1QBP,ENSG00000108561
ERBB3,P21860,ERBB3,ENSG00000065361
KREMEN2,Q8NCW0,KREMEN2,ENSG00000131650
GDF9,O60383,GDF9,ENSG00000164404
HSPA1B,P0DMV9,HSPA1B,ENSG00000212866
KIR2DL4,Q99706,KIR2DL4,ENSG00000284013
MYB,P10242,MYB,ENSG00000118513
IFNL1,Q8IU54,IFNL1,ENSG00000182393
CACNG8,Q8WXS5,CACNG8,ENSG00000142408
CCL4L2,Q8NHW4,CCL4L2,ENSG00000276070
KIR2DL4,Q99706,KIR2DL4,ENSG00000283961
CAV3,P56539,CAV3,ENSG00000182533
MICB,Q29980,MICB,ENSG00000204516
GABBR1,Q9UBS5,GABBR1,ENSG00000206466
ACVR2B,Q13705,ACVR2B,ENSG00000114739
FXYD1,O00168,FXYD1,ENSG00000266964
NCR3,O14931,NCR3,ENSG00000204475
CACNG7,P62955,CACNG7,ENSG00000105605
HCRT,O43612,HCRT,ENSG00000161610
ALDOA,P04075,ALDOA,ENSG00000149925
PPM1L,Q5SGD2,PPM1L,ENSG00000163590
DEFB4B,O15263,DEFB4B,ENSG00000285181
INHA,P05111,INHA,ENSG00000123999
TSPAN1,O60635,TSPAN1,ENSG00000117472
CD226,Q15762,CD226,ENSG00000150637
CORIN,Q9Y5Q5,CORIN,ENSG00000145244
ADRA1B,P35368,ADRA1B,ENSG00000170214
PGLYRP1,O75594,PGLYRP1,ENSG00000008438
HLA-E,P13747,HLA-E,ENSG00000229252
IFNA4,P05014,IFNA4,ENSG00000236637
ACVRL1,P37023,ACVRL1,ENSG00000139567
TRPC5,Q9UL62,TRPC5,ENSG00000072315
KIR2DS2,P43631,KIR2DS2,ENSG00000276139
ADIPOR2,Q86V24,ADIPOR2,ENSG00000006831
STYK1,Q6J9G0,STYK1,ENSG00000060140
MCOLN1,Q9GZU1,MCOLN1,ENSG00000090674
MINK1,Q8N4C8,MINK1,ENSG00000141503
NFAT5,O94916,NFAT5,ENSG00000102908
VSTM1,Q6UX27,VSTM1,ENSG00000274887
CSNK2B,P67870,CSNK2B,ENSG00000204435
FGF2,P09038,FGF2,ENSG00000138685
NCR1,O76036,NCR1,ENSG00000284208
ZG16B,Q96DA0,ZG16B,ENSG00000162078
SUMF1,Q8NBK3,SUMF1,ENSG00000144455
VSTM1,Q6UX27,VSTM1,ENSG00000275330
PARVG,Q9HBI0,PARVG,ENSG00000138964
IL1RAP,Q9NPH3,IL1RAP,ENSG00000196083
JAML,Q86YT9,JAML,ENSG00000160593
ANOS1,P23352,ANOS1,ENSG00000011201
KIR3DL1,P43629,KIR3DL1,ENSG00000274036
MIF,P14174,MIF,ENSG00000240972
LTB,Q06643,LTB,ENSG00000231314
F10,P00742,F10,ENSG00000126218
FASLG,P48023,FASLG,ENSG00000117560
HLA-DRB1,Q9GIY3,HLA-DRB1,ENSG00000206306
PLA2G2D,Q9UNK4,PLA2G2D,ENSG00000117215
PCSK2,P16519,PCSK2,ENSG00000125851
TTR,P02766,TTR,ENSG00000118271
MMP2,P08253,MMP2,ENSG00000087245
HAS2,Q92819,HAS2,ENSG00000170961
MMP14,P50281,MMP14,ENSG00000157227
PLAUR,Q03405,PLAUR,ENSG00000011422
CLEC1B,Q9P126,CLEC1B,ENSG00000165682
MATN1,P21941,MATN1,ENSG00000162510
RIPOR2,Q9Y4F9,RIPOR2,ENSG00000111913
HBA2,P69905,HBA2,ENSG00000206172
JUP,P14923,JUP,ENSG00000173801
MPDZ,O75970,MPDZ,ENSG00000107186
GCG,P01275,GCG,ENSG00000115263
PRL,P01236,PRL,ENSG00000172179
CALR,P27797,CALR,ENSG00000179218
HLA-DPA1,P20036,HLA-DPA1,ENSG00000231389
PLG,P00747,PLG,ENSG00000122194
PNPLA6,Q8IY17,PNPLA6,ENSG00000032444
ICAM1,P05362,ICAM1,ENSG00000090339
LILRB4,Q8NHJ6,LILRB4,ENSG00000186818
KIR3DL2,P43630,KIR3DL2,ENSG00000277181
CLDN22,Q8N7P3,CLDN22,ENSG00000177300
GCNT2,Q8N0V5,GCNT2,ENSG00000111846
FGG,P02679,FGG,ENSG00000171557
CGB8,P0DN86,CGB8,ENSG00000189052
DUOX1,Q9NRD9,DUOX1,ENSG00000137857
EEF1A1,P68104,EEF1A1,ENSG00000156508
CXCR3,P49682,CXCR3,ENSG00000186810
STXBP1,P61764,STXBP1,ENSG00000136854
ATP5F1B,P06576,ATP5F1B,ENSG00000110955
KIR2DL1,P43626,KIR2DL1,ENSG00000276625
GSTP1,P09211,GSTP1,ENSG00000084207
FLNA,P21333,FLNA,ENSG00000196924
FGF19,O95750,FGF19,ENSG00000162344
KIR2DL2,P43627,KIR2DL2,ENSG00000275546
BMP7,P18075,BMP7,ENSG00000101144
KEAP1,Q14145,KEAP1,ENSG00000079999
PECAM1,P16284,PECAM1,ENSG00000261371
AGER,Q15109,AGER,ENSG00000237405
NRG2,O14511,NRG2,ENSG00000158458
FZD4,Q9ULV1,FZD4,ENSG00000174804
HLA-DRB1,Q30134,HLA-DRB1,ENSG00000206240
TRPV2,Q9Y5S1,TRPV2,ENSG00000187688
CLIC1,O00299,CLIC1,ENSG00000226417
GJB3,O75712,GJB3,ENSG00000188910
ADAM10,O14672,ADAM10,ENSG00000137845
CYTH1,Q15438,CYTH1,ENSG00000108669
CLDN16,Q9Y5I7,CLDN16,ENSG00000113946
IGSF11,Q5DX21,IGSF11,ENSG00000144847
NRG3,P56975,NRG3,ENSG00000185737
LTB,Q06643,LTB,ENSG00000236925
BCL2,P10415,BCL2,ENSG00000171791
CCK,P06307,CCK,ENSG00000187094
FADD,Q13158,FADD,ENSG00000168040
APLN,Q9ULZ1,APLN,ENSG00000171388
IL13,P35225,IL13,ENSG00000169194
ALOX5,P09917,ALOX5,ENSG00000012779
COL11A2,P13942,COL11A2,ENSG00000235708
NOTUM,Q6P988,NOTUM,ENSG00000185269
COL4A3BP,Q9Y5P4,COL4A3BP,ENSG00000113163
PRDX4,Q13162,PRDX4,ENSG00000123131
CFLAR,O15519,CFLAR,ENSG00000003402
GRM7,Q14831,GRM7,ENSG00000196277
TRIP6,Q15654,TRIP6,ENSG00000087077
TRAF2,Q12933,TRAF2,ENSG00000127191
CADM4,Q8NFZ8,CADM4,ENSG00000105767
KIR2DL3,P43628,KIR2DL3,ENSG00000274410
SOSTDC1,Q6X4U4,SOSTDC1,ENSG00000171243
APOC2,P02655,APOC2,ENSG00000234906
ADAM23,O75077,ADAM23,ENSG00000114948
TNFSF10,P50591,TNFSF10,ENSG00000121858
FBLN5,Q9UBX5,FBLN5,ENSG00000140092
KIR2DS4,P43632,KIR2DS4,ENSG00000276154
GNAZ,P19086,GNAZ,ENSG00000128266
PITRM1,Q5JRX3,PITRM1,ENSG00000107959
ACP1,P24666,ACP1,ENSG00000143727
CANX,P27824,CANX,ENSG00000283777
KIR3DS1,Q14943,KIR3DS1,ENSG00000275434
GRIN2C,Q14957,GRIN2C,ENSG00000161509
CUBN,O60494,CUBN,ENSG00000107611
VCAN,P13611,VCAN,ENSG00000038427
CCL4L2,Q8NHW4,CCL4L2,ENSG00000276125
NAB2,Q15742,NAB2,ENSG00000166886
RHOU,Q7L0Q8,RHOU,ENSG00000284984
SOCS5,O75159,SOCS5,ENSG00000171150
HLA-F,P30511,HLA-F,ENSG00000137403
KIR2DL3,P43628,KIR2DL3,ENSG00000277484
CDK6,Q00534,CDK6,ENSG00000105810
CYP2E1,P05181,CYP2E1,ENSG00000130649
TNFRSF13C,Q96RJ3,TNFRSF13C,ENSG00000159958
TUBB,P07437,TUBB,ENSG00000183311
PTPRS,Q13332,PTPRS,ENSG00000105426
TNFSF11,O14788,TNFSF11,ENSG00000120659
RIMS2,Q9UQ26,RIMS2,ENSG00000176406
TJP1,Q07157,TJP1,ENSG00000104067
HLA-B,P30492,HLA-B,ENSG00000206450
CD70,P32970,CD70,ENSG00000125726
F2RL1,P55085,F2RL1,ENSG00000164251
ITGA10,O75578,ITGA10,ENSG00000143127
PSMC4,P43686,PSMC4,ENSG00000013275
CSK,P41240,CSK,ENSG00000103653
TOR1AIP1,Q5JTV8,TOR1AIP1,ENSG00000143337
KIR2DL2,P43627,KIR2DL2,ENSG00000284225
BMP1,P13497,BMP1,ENSG00000168487
CYP2B6,P20813,CYP2B6,ENSG00000197408
RACK1,P63244,RACK1,ENSG00000204628
MMP8,P22894,MMP8,ENSG00000118113
CD97,P48960,CD97,ENSG00000123146
CLDN5,O00501,CLDN5,ENSG00000184113
TNF,P01375,TNF,ENSG00000204490
UNC5D,Q6UXZ4,UNC5D,ENSG00000156687
PTGS2,P35354,PTGS2,ENSG00000073756
NEO1,Q92859,NEO1,ENSG00000067141
COL11A2,P13942,COL11A2,ENSG00000230930
SCG2,P13521,SCG2,ENSG00000171951
CBL,P22681,CBL,ENSG00000110395
MUC20,Q8N307,MUC20,ENSG00000275501
CYP17A1,P05093,CYP17A1,ENSG00000148795
CCL3L1,P16619,CCL3L1,ENSG00000277796
NCR3,O14931,NCR3,ENSG00000206430
PLXNA3,P51805,PLXNA3,ENSG00000130827
NAPSA,O96009,NAPSA,ENSG00000131400
CTNNA2,P26232,CTNNA2,ENSG00000066032
ERO1A,Q96HE7,ERO1A,ENSG00000197930
ITGB5,P18084,ITGB5,ENSG00000082781
SH3KBP1,Q96B97,SH3KBP1,ENSG00000147010
PRKCZ,Q05513,PRKCZ,ENSG00000067606
MMP7,P09237,MMP7,ENSG00000137673
DSG2,Q14126,DSG2,ENSG00000046604
CKB,P12277,CKB,ENSG00000166165
FZD6,O60353,FZD6,ENSG00000164930
COL6A1,P12109,COL6A1,ENSG00000142156
PKD2L1,Q9P0L9,PKD2L1,ENSG00000107593
ARHGAP9,Q9BRR9,ARHGAP9,ENSG00000123329
PPIE,Q9UNP9,PPIE,ENSG00000084072
NID1,P14543,NID1,ENSG00000116962
IFNGR2,P38484,IFNGR2,ENSG00000159128
KLRG1,Q96E93,KLRG1,ENSG00000139187
KAT7,O95251,KAT7,ENSG00000136504
SLC3A2,P08195,SLC3A2,ENSG00000168003
LCAT,P04180,LCAT,ENSG00000213398
PCSK1,P29120,PCSK1,ENSG00000175426
HLA-C,P30501,HLA-C,ENSG00000228299
SHANK1,Q9Y566,SHANK1,ENSG00000161681
SEMA3C,Q99985,SEMA3C,ENSG00000075223
PSEN1,P49768,PSEN1,ENSG00000080815
COL16A1,Q07092,COL16A1,ENSG00000084636
CFB,P00751,CFB,ENSG00000241253
CMA1,P23946,CMA1,ENSG00000092009
CELSR2,Q9HCU4,CELSR2,ENSG00000143126
FLT3,P36888,FLT3,ENSG00000122025
KIR2DL1,P43626,KIR2DL1,ENSG00000125498
CFD,P00746,CFD,ENSG00000197766
HLA-DRB1,P04229,HLA-DRB1,ENSG00000196126
SORT1,Q99523,SORT1,ENSG00000134243
PHEX,P78562,PHEX,ENSG00000102174
PTPRD,P23468,PTPRD,ENSG00000153707
EGR3,Q06889,EGR3,ENSG00000179388
ITGAM,P11215,ITGAM,ENSG00000169896
KIR3DL2,P43630,KIR3DL2,ENSG00000276004
KIR2DL3,P43628,KIR2DL3,ENSG00000275008
CCR6,P51684,CCR6,ENSG00000112486
F2RL3,Q96RI0,F2RL3,ENSG00000127533
WNT6,Q9Y6F9,WNT6,ENSG00000115596
ILKAP,Q9H0C8,ILKAP,ENSG00000132323
CHEK1,O14757,CHEK1,ENSG00000149554
RNF5,Q99942,RNF5,ENSG00000183574
INHBE,P58166,INHBE,ENSG00000139269
ANKRD28,O15084,ANKRD28,ENSG00000206560
EFNB2,P52799,EFNB2,ENSG00000125266
RELN,P78509,RELN,ENSG00000189056
AGA,P20933,AGA,ENSG00000038002
SPARCL1,Q14515,SPARCL1,ENSG00000152583
MAP2K5,Q13163,MAP2K5,ENSG00000137764
CALCB,P10092,CALCB,ENSG00000175868
IRS1,P35568,IRS1,ENSG00000169047
CD33,P20138,CD33,ENSG00000105383
HLA-A,Q09160,HLA-A,ENSG00000229215
GZMH,P20718,GZMH,ENSG00000100450
CPVL,Q9H3G5,CPVL,ENSG00000106066
PSMB7,Q99436,PSMB7,ENSG00000136930
ICAM4,Q14773,ICAM4,ENSG00000105371
LHB,P01229,LHB,ENSG00000104826
ITGB4,P16144,ITGB4,ENSG00000132470
TUBA1B,P68363,TUBA1B,ENSG00000123416
FGF23,Q9GZV9,FGF23,ENSG00000118972
ANGPTL6,Q8NI99,ANGPTL6,ENSG00000130812
MYL12A,P19105,MYL12A,ENSG00000101608
CADM3,Q8N126,CADM3,ENSG00000162706
DISC1,Q9NRI5,DISC1,ENSG00000162946
DOCK1,Q14185,DOCK1,ENSG00000150760
HLA-A,P30457,HLA-A,ENSG00000206505
CILP,O75339,CILP,ENSG00000138615
HRG,P04196,HRG,ENSG00000113905
SMAD7,O15105,SMAD7,ENSG00000101665
GIT2,Q14161,GIT2,ENSG00000139436
RUNX1,Q01196,RUNX1,ENSG00000159216
IL12RB2,Q99665,IL12RB2,ENSG00000081985
NTN4,Q9HB63,NTN4,ENSG00000074527
ARF1,P84077,ARF1,ENSG00000143761
CLDN3,O15551,CLDN3,ENSG00000165215
FSHB,P01225,FSHB,ENSG00000131808
MMP25,Q9NPA2,MMP25,ENSG00000008516
NOTCH4,Q99466,NOTCH4,ENSG00000238196
ADORA2A,P29274,ADORA2A,ENSG00000128271
HLA-A,P30455,HLA-A,ENSG00000224320
TLR5,O60602,TLR5,ENSG00000187554
USH2A,O75445,USH2A,ENSG00000042781
C4BPA,P04003,C4BPA,ENSG00000123838
AMELX,Q99217,AMELX,ENSG00000125363
MC1R,Q01726,MC1R,ENSG00000258839
ASGR2,P07307,ASGR2,ENSG00000161944
EDN1,P05305,EDN1,ENSG00000078401
APOD,P05090,APOD,ENSG00000189058
JAG1,P78504,JAG1,ENSG00000101384
CD151,P48509,CD151,ENSG00000177697
AFDN,P55196,AFDN,ENSG00000130396
CSRP1,P21291,CSRP1,ENSG00000159176
RAPGEF2,Q9Y4G8,RAPGEF2,ENSG00000109756
ROBO3,Q96MS0,ROBO3,ENSG00000154134
ZFP36L1,Q07352,ZFP36L1,ENSG00000185650
DKK2,Q9UBU2,DKK2,ENSG00000155011
NEDD9,Q14511,NEDD9,ENSG00000111859
RAP2C,Q9Y3L5,RAP2C,ENSG00000123728
NOTCH4,Q99466,NOTCH4,ENSG00000223355
GPI,P06744,GPI,ENSG00000105220
LRP6,O75581,LRP6,ENSG00000281324
CES1,P23141,CES1,ENSG00000198848
ADAM33,Q9BZ11,ADAM33,ENSG00000149451
NEU1,Q99519,NEU1,ENSG00000184494
FLOT2,Q14254,FLOT2,ENSG00000132589
GDF11,O95390,GDF11,ENSG00000135414
SOD1,P00441,SOD1,ENSG00000142168
ASIC3,Q9UHC3,ASIC3,ENSG00000213199
AIFM1,O95831,AIFM1,ENSG00000156709
RNF43,Q68DV7,RNF43,ENSG00000108375
NUCB2,P80303,NUCB2,ENSG00000070081
FGF8,P55075,FGF8,ENSG00000107831
NLGN4Y,Q8NFZ3,NLGN4Y,ENSG00000165246
CLDN7,O95471,CLDN7,ENSG00000181885
CCL14,Q16627,CCL14,ENSG00000277236
HLA-DRB1,Q95IE3,HLA-DRB1,ENSG00000228080
KISS1,Q15726,KISS1,ENSG00000170498
CXCR5,P32302,CXCR5,ENSG00000160683
HLA-DRA,P01903,HLA-DRA,ENSG00000234794
TAS1R1,Q7RTX1,TAS1R1,ENSG00000173662
ST14,Q9Y5Y6,ST14,ENSG00000149418
PZP,P20742,PZP,ENSG00000126838
KIR2DL3,P43628,KIR2DL3,ENSG00000283708
HLA-G,P17693,HLA-G,ENSG00000276051
ACTN3,Q08043,ACTN3,ENSG00000248746
CTRC,Q99895,CTRC,ENSG00000162438
DLK2,Q6UY11,DLK2,ENSG00000171462
SYNPO,Q8N3V7,SYNPO,ENSG00000171992
PTPRR,Q15256,PTPRR,ENSG00000153233
LBP,P18428,LBP,ENSG00000129988
MAG,P20916,MAG,ENSG00000105695
CARD11,Q9BXL7,CARD11,ENSG00000198286
KIR2DS4,P43632,KIR2DS4,ENSG00000274947
FOXP3,Q9BZS1,FOXP3,ENSG00000049768
FBLN2,P98095,FBLN2,ENSG00000163520
NME2,P22392,NME2,ENSG00000243678
TRH,P20396,TRH,ENSG00000170893
CD14,P08571,CD14,ENSG00000170458
HLA-A,P01892,HLA-A,ENSG00000235657
KLK4,Q9Y5K2,KLK4,ENSG00000167749
IRF1,P10914,IRF1,ENSG00000125347
GRB2,P62993,GRB2,ENSG00000177885
DDR1,Q08345,DDR1,ENSG00000137332
PRKCE,Q02156,PRKCE,ENSG00000171132
TLR4,O00206,TLR4,ENSG00000136869
ACTN4,O43707,ACTN4,ENSG00000282844
CXCL11,O14625,CXCL11,ENSG00000169248
NTRK1,P04629,NTRK1,ENSG00000198400
FLOT1,O75955,FLOT1,ENSG00000230143
MPO,P05164,MPO,ENSG00000005381
SPEG,Q15772,SPEG,ENSG00000072195
HLA-A,P30456,HLA-A,ENSG00000206505
GFRA4,Q9GZZ7,GFRA4,ENSG00000125861
NTRK3,Q16288,NTRK3,ENSG00000140538
CFTR,P13569,CFTR,ENSG00000001626
CHRM5,P08912,CHRM5,ENSG00000184984
CLASP1,Q7Z460,CLASP1,ENSG00000074054
MAPK8IP3,Q9UPT6,MAPK8IP3,ENSG00000138834
HLA-B,P18465,HLA-B,ENSG00000224608
LIFR,P42702,LIFR,ENSG00000113594
TRPV1,Q8NER1,TRPV1,ENSG00000196689
ARSB,P15848,ARSB,ENSG00000113273
HTT,P42858,HTT,ENSG00000197386
PTPRH,Q9HD43,PTPRH,ENSG00000080031
SIGLEC7,Q9Y286,SIGLEC7,ENSG00000168995
TRPC3,Q13507,TRPC3,ENSG00000138741
AGR2,O95994,AGR2,ENSG00000106541
CTSD,P07339,CTSD,ENSG00000117984
CPE,P16870,CPE,ENSG00000109472
NCR3,O14931,NCR3,ENSG00000236315
INHBC,P55103,INHBC,ENSG00000175189
FZD9,O00144,FZD9,ENSG00000188763
KIR2DL3,P43628,KIR2DL3,ENSG00000274830
EPHA1,P21709,EPHA1,ENSG00000146904
HSPA1B,P0DMV9,HSPA1B,ENSG00000232804
PRSS3,P35030,PRSS3,ENSG00000010438
CDH15,P55291,CDH15,ENSG00000129910
SNAI2,O43623,SNAI2,ENSG00000019549
LPP,Q93052,LPP,ENSG00000145012
HRAS,P01112,HRAS,ENSG00000276536
SLC18A3,Q16572,SLC18A3,ENSG00000187714
APOB,P04114,APOB,ENSG00000084674
NUP62,P37198,NUP62,ENSG00000213024
ALB,P02768,ALB,ENSG00000163631
COL4A4,P53420,COL4A4,ENSG00000081052
TESK1,Q15569,TESK1,ENSG00000107140
LSR,Q86X29,LSR,ENSG00000105699
KIDINS220,Q9ULH0,KIDINS220,ENSG00000134313
PLA2G5,P39877,PLA2G5,ENSG00000127472
PPFIA1,Q13136,PPFIA1,ENSG00000131626
MYL6B,P14649,MYL6B,ENSG00000196465
IL10RA,Q13651,IL10RA,ENSG00000110324
TREM1,Q9NP99,TREM1,ENSG00000124731
UNC5A,Q6ZN44,UNC5A,ENSG00000113763
CYLD,Q9NQC7,CYLD,ENSG00000083799
SEMA3A,Q14563,SEMA3A,ENSG00000075213
WIF1,Q9Y5W5,WIF1,ENSG00000156076
KIR3DS1,Q14943,KIR3DS1,ENSG00000274465
PALLD,Q8WX93,PALLD,ENSG00000129116
S100A9,P06702,S100A9,ENSG00000163220
PTPRK,Q15262,PTPRK,ENSG00000152894
CYR61,O00622,CYR61,ENSG00000142871
HLA-A,P04439,HLA-A,ENSG00000206503
CXCL2,P19875,CXCL2,ENSG00000081041
KIR2DL4,Q99706,KIR2DL4,ENSG00000276779
PTPN1,P18031,PTPN1,ENSG00000196396
HLA-DRB1,Q9TQE0,HLA-DRB1,ENSG00000236884
KCND2,Q9NZV8,KCND2,ENSG00000184408
KIR2DS1,Q14954,KIR2DS1,ENSG00000284150
TIGIT,Q495A1,TIGIT,ENSG00000181847
KIR2DL3,P43628,KIR2DL3,ENSG00000274402
CSF1R,P07333,CSF1R,ENSG00000182578
GABBR2,O75899,GABBR2,ENSG00000136928
CORT,O00230,CORT,ENSG00000241563
IDE,P14735,IDE,ENSG00000119912
CLEC4G,Q6UXB4,CLEC4G,ENSG00000182566
CLIC1,O00299,CLIC1,ENSG00000230685
CASP7,P55210,CASP7,ENSG00000165806
PAK3,O75914,PAK3,ENSG00000077264
VAV1,P15498,VAV1,ENSG00000141968
CCL4L2,Q8NHW4,CCL4L2,ENSG00000275313
GALNT1,Q10472,GALNT1,ENSG00000141429
SLPI,P03973,SLPI,ENSG00000124107
CALCA,P06881,CALCA,ENSG00000110680
PCOLCE,Q15113,PCOLCE,ENSG00000106333
KIR3DL2,P43630,KIR3DL2,ENSG00000278474
IGHM,P01871,IGHM,ENSG00000282657
IFNAR2,P48551,IFNAR2,ENSG00000159110
PILRA,Q9UKJ1,PILRA,ENSG00000085514
GATA3,P23771,GATA3,ENSG00000107485
TNFRSF11A,Q9Y6Q6,TNFRSF11A,ENSG00000141655
CTSK,P43235,CTSK,ENSG00000143387
ARHGEF7,Q14155,ARHGEF7,ENSG00000102606
PPP1R1A,Q13522,PPP1R1A,ENSG00000135447
LEPR,P48357,LEPR,ENSG00000116678
CYBB,P04839,CYBB,ENSG00000165168
LILRA3,Q8N6C8,LILRA3,ENSG00000273884
LTB4R,Q15722,LTB4R,ENSG00000285456
